Representative,ReportDate,House,Party,TransactionDate,Ticker,Transaction,Range,District
Debbie Dingell,2023-12-14,Representatives,D,2023-12-05,MDT,Purchase,"$15,001-$50,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,PCH,Purchase,"$1,001-$15,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,MMM,Purchase,"$15,001-$50,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,MO,Sale,"$50,001-$100,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,PCH,Purchase,"$15,001-$50,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,V,Purchase,"$50,001-$100,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,INTC,Purchase,"$1,001-$15,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,WBD,Purchase,"$1,001-$15,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,MKL,Purchase,"$50,001-$100,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,PM,Sale,"$100,001-250,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,PCH,Purchase,"$1,001-$15,000",
James French Hill,2023-12-13,Representatives,R,2023-11-22,FIS,Purchase,"$15,001-$50,000",
Michael Patrick Guest,2023-12-11,Representatives,R,2023-11-13,UBER,Purchase,"$1,001-$15,000",
Michael Patrick Guest,2023-12-11,Representatives,R,2023-11-13,DT,Purchase,"$1,001-$15,000",
Michael Patrick Guest,2023-12-11,Representatives,R,2023-11-13,MEDP,Purchase,"$1,001-$15,000",
Michael Patrick Guest,2023-12-11,Representatives,R,2023-11-13,EVVTY,Purchase,"$1,001-$15,000",
Michael Patrick Guest,2023-12-11,Representatives,R,2023-11-13,ULTA,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-29,NOW,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-29,GOOGL,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-28,TMO,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-28,PANW,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-28,HCA,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-27,PWR,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-27,ROK,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-22,NOW,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-22,CRM,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-20,CELH,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-20,MNST,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-16,AZO,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-16,MCK,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-16,DASH,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-16,LLY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-15,INTA,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-13,HCA,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-13,EXAS,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-13,REGN,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-13,LLY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-10,GOOG,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-09,MNST,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-09,ASML,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-08,ABBV,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-08,NOW,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-08,ADBE,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-08,CRM,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-02,CELH,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-12-08,Representatives,D,2023-11-01,ANET,Purchase,"$1,001-$15,000",
Carol Devine Miller,2023-12-07,Representatives,R,2023-11-30,IGSB,Purchase,"$1,001-$15,000",
Carol Devine Miller,2023-12-07,Representatives,R,2023-11-28,CORP,Sale,"$1,001-$15,000",
Kevin Hern,2023-12-07,Representatives,R,2023-11-15,MMC,Purchase,"$1,001-$15,000",
Kevin Hern,2023-12-07,Representatives,R,2023-11-15,ACN,Purchase,"$1,001-$15,000",
Kevin Hern,2023-12-07,Representatives,R,2023-11-14,OKE,Purchase,"$1,001-$15,000",
Kevin Hern,2023-12-07,Representatives,R,2023-11-14,OKE,Purchase,"$1,001-$15,000",
Kevin Hern,2023-12-07,Representatives,R,2023-11-14,TXN,Purchase,"$1,001-$15,000",
Carol Devine Miller,2023-12-07,Representatives,R,2023-11-03,EOG,Purchase,"$15,001-$50,000",
Carol Devine Miller,2023-12-07,Representatives,R,2023-11-03,UNP,Sale,"$15,001-$50,000",
Virginia Foxx,2023-12-05,Representatives,R,2023-11-29,CRT,Purchase,"$1,001-$15,000",
Virginia Foxx,2023-12-05,Representatives,R,2023-11-28,AAIC$B,Purchase,"$1,001-$15,000",
Virginia Foxx,2023-12-05,Representatives,R,2023-11-28,FLNG,Purchase,"$1,001-$15,000",
Virginia Foxx,2023-12-05,Representatives,R,2023-11-28,CRT,Purchase,"$1,001-$15,000",
Virginia Foxx,2023-12-05,Representatives,R,2023-11-15,ARLP,Purchase,"$1,001-$15,000",
Virginia Foxx,2023-12-05,Representatives,R,2023-11-10,USDP,Sale,"$1,001-$15,000",
Virginia Foxx,2023-12-05,Representatives,R,2023-11-02,T$A,Purchase,"$1,001-$15,000",
Jonathan Jackson,2023-12-04,Representatives, ,2023-11-16,CHX,Sale,"$15,001-$50,000",
Jonathan Jackson,2023-12-04,Representatives, ,2023-11-16,ASML,Sale,"$15,001-$50,000",
Jonathan Jackson,2023-12-04,Representatives, ,2023-11-16,HON,Sale,"$50,001-$100,000",
Earl Blumenauer,2023-12-04,Representatives,D,2023-11-15,NWN,Purchase,"$1,001-$15,000",
Earl Blumenauer,2023-12-04,Representatives,D,2023-11-09,PYPL,Sale,"$1,001-$15,000",
Earl Blumenauer,2023-12-04,Representatives,D,2023-11-08,IP,Sale,"$1,001-$15,000",
Jonathan Jackson,2023-12-04,Representatives, ,2023-11-07,TMUS,Purchase,"$15,001-$50,000",
Michael Patrick Guest,2023-11-20,Representatives,R,2023-11-01,ANET,Purchase,"$1,001-$15,000",
Michael Patrick Guest,2023-11-20,Representatives,R,2023-10-27,INSW,Purchase,"$1,001-$15,000",
Michael Patrick Guest,2023-11-20,Representatives,R,2023-10-25,UEC,Purchase,"$1,001-$15,000",
Kevin Hern,2023-11-17,Representatives,R,2023-10-31,JPM,Purchase,"$1,001-$15,000",
Kevin Hern,2023-11-17,Representatives,R,2023-10-11,VOD,Sale,"$1,001-$15,000",
Kevin Hern,2023-11-17,Representatives,R,2023-10-11,CMP,Sale,"$1,001-$15,000",
Thomas H. Kean Jr.,2023-11-17,Representatives,R,2023-10-04,VMW,Sale,"$1,001-$15,000",
Jonathan Jackson,2023-11-16,Representatives, ,2023-10-30,HSY,Sale,"$15,001-$50,000",
Jonathan Jackson,2023-11-16,Representatives, ,2023-10-30,LULU,Purchase,"$15,001-$50,000",
Richard W. Allen,2023-11-16,Representatives,R,2023-10-13,ATVI,Sale,"$1,001-$15,000",
Richard W. Allen,2023-11-16,Representatives,R,2023-10-13,ATVI,Sale,"$15,001-$50,000",
Jonathan Jackson,2023-11-16,Representatives, ,2023-10-11,GPK,Sale,"$15,001-$50,000",
Jonathan Jackson,2023-11-16,Representatives, ,2023-10-11,MAR,Purchase,"$15,001-$50,000",
Richard W. Allen,2023-11-16,Representatives,R,2023-10-10,SCHW$D,Purchase,"$15,001-$50,000",
Morgan Mcgarvey,2023-11-16,Representatives,D,2023-10-05,SCHW,Purchase,"$1,001-$15,000",
Jonathan Jackson,2023-11-16,Representatives, ,2023-10-04,NEE,Sale,"$15,001-$50,000",
Gerald E. Connolly,2023-11-14,Representatives,D,2023-11-13,D,Sale,"$1,001-$15,000",
Gerald E. Connolly,2023-11-14,Representatives,D,2023-11-13,LDOS,Sale,"$15,001-$50,000",
Gerald E. Connolly,2023-11-14,Representatives,D,2023-11-13,SAIC,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-13,Representatives, ,2023-10-24,TDY,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-30,GWW,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-30,AAPL,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-30,EL,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-30,SHW,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,ALGN,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,ALGM,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,HDB,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,ISRG,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,ICFI,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,PRIM,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,ON,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,MSFT,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,ALG,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-27,SGEN,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-26,META,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-25,GOOG,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-18,SHYF,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,VCYT,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,FSLR,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,FANUY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,SHYF,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,VZ,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,SLGN,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,RVLV,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,BCRX,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,SBUX,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,PNGAY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,UTZ,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,ALGT,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,SHLS,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,SGIOY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,ADYEY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,NCLTY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,ON,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,PHR,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,TWKS,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,NVZMY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,VIAV,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,EXAS,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,IART,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,FOXF,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,GMAB,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,DAVA,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,CCI,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,D,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,XNGSY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,FIS,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,SMNNY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-16,ANET,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-11,LOW,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-11,UFPI,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-11,TSLA,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-11,DCO,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-11,LLY,Purchase,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-11,MSFT,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-11,GOOG,Sale,"$1,001-$15,000",
Josh Gottheimer,2023-11-11,Representatives,D,2023-10-09,JBL,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ISRG,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,VZ,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,AMZN,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,JNJ,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,PM,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,CMCSA,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,CVX,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,LRCX,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,CB,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ADI,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,WFC,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,AVGO,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,PEP,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,GILD,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,COP,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ABT,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,PG,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,BMY,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,HWM,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,BLK,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,DE,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,NEE,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,NOW,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,CSCO,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,PGR,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,COST,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,PANW,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ORCL,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ELV,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,META,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,MDLZ,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,CAT,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,JPM,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,MDT,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,INTU,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,LLY,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,LOW,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,BDX,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,GOOG,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,MCD,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,AMGN,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ABBV,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,KO,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,NFLX,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,QCOM,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,MA,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,BRK.B,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,MRK,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,AMD,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,AXON,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,PH,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,MMC,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,T,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ZTS,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,DIS,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,BALL,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,V,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,WMT,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,VRTX,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,GS,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ADBE,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,UNH,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,AMAT,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,AXP,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,NKE,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,J,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,XOM,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,TMUS,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,TJX,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,UNP,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,UPS,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,DHR,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,MSFT,Sale,"$15,001-$50,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,CRM,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,LIN,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,NVDA,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,TXN,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,TMO,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,SYK,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,GOOGL,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,SBUX,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,BAC,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,ACN,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,AAPL,Sale,"$15,001-$50,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,TSLA,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,PFE,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,IBM,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,PLD,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,MS,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,SPGI,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,HD,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,C,Sale,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-10-24,INTC,Sale,"$1,001-$15,000",
Carol Devine Miller,2023-11-09,Representatives,R,2023-10-06,EMXC,Purchase,"$50,001-$100,000",
Carol Devine Miller,2023-11-09,Representatives,R,2023-10-06,EMXC,Purchase,"$15,001-$50,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,ISRG,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,PFE,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,INTU,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,MDLZ,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,COST,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,CB,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,CVX,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,NEE,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,CSCO,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,PLD,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,IBM,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,BMY,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,INTC,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,LOW,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,CRM,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,ACN,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,MDT,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,AVGO,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,COP,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,NKE,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,PH,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,PG,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,J,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,XOM,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,JNJ,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,LIN,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,MS,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,MMC,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,HWM,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,MRK,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,CAT,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,HD,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,ORCL,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,PM,Purchase,"$1,001-$15,000",
Greg Stanton,2023-11-09,Representatives, ,2023-09-26,DHR,Purchase,"$1,001-$15,000",
